"Year","Reapplication status","Age group","Gender","Domicile","Applicants"
"2026","All","18","I use another term","All","220"
"2024","All","19","I use another term","All","50"
"2025","All","19","I use another term","All","40"
"2026","All","19","I use another term","All","30"
"2024","All","20","I use another term","All","10"
"2025","All","20","I use another term","All","10"
"2026","All","20","I use another term","All","10"
"2024","All","21 - 24","I use another term","All","20"
"2025","All","21 - 24","I use another term","All","10"
"2026","All","21 - 24","I use another term","All","20"
"2025","All","25 - 29","I use another term","All","10"
"2026","All","25 - 29","I use another term","All","10"
"2024","All","30 - 34","I use another term","All","10"
"2026","All","35 and over","I use another term","All","10"
"2024","All","17 and under","I prefer not to say","All","20"
"2025","All","17 and under","I prefer not to say","All","10"
"2026","All","17 and under","I prefer not to say","All","10"
"2024","All","18","I prefer not to say","All","450"
"2025","All","18","I prefer not to say","All","460"
"2026","All","18","I prefer not to say","All","460"
"2024","All","19","I prefer not to say","All","80"
"2025","All","19","I prefer not to say","All","80"
"2026","All","19","I prefer not to say","All","50"
"2024","All","20","I prefer not to say","All","20"
"2025","All","20","I prefer not to say","All","20"
"2026","All","20","I prefer not to say","All","20"
"2024","All","21 - 24","I prefer not to say","All","20"
"2025","All","21 - 24","I prefer not to say","All","30"
"2026","All","21 - 24","I prefer not to say","All","30"
"2024","All","25 - 29","I prefer not to say","All","10"
"2025","All","25 - 29","I prefer not to say","All","10"
"2026","All","25 - 29","I prefer not to say","All","10"
"2024","All","30 - 34","I prefer not to say","All","10"
"2025","All","30 - 34","I prefer not to say","All","10"
"2026","All","35 and over","I prefer not to say","All","10"
"2017","First time applicant","All","Woman","All","27850"
"2018","First time applicant","All","Woman","All","30360"
"2019","First time applicant","All","Woman","All","33200"
"2020","First time applicant","All","Woman","All","34510"
"2021","First time applicant","All","Woman","All","38750"
"2022","First time applicant","All","Woman","All","38780"
"2023","First time applicant","All","Woman","All","36640"
"2024","First time applicant","All","Woman","All","35920"
"2025","First time applicant","All","Woman","All","36380"
"2026","First time applicant","All","Woman","All","39410"
"2017","Reapplier","All","Woman","All","2720"
"2018","Reapplier","All","Woman","All","2760"
"2019","Reapplier","All","Woman","All","3180"
"2020","Reapplier","All","Woman","All","3330"
"2021","Reapplier","All","Woman","All","4530"
"2022","Reapplier","All","Woman","All","5370"
"2023","Reapplier","All","Woman","All","4980"
"2024","Reapplier","All","Woman","All","3850"
"2025","Reapplier","All","Woman","All","3740"
"2026","Reapplier","All","Woman","All","3830"
"2017","First time applicant","All","Man","All","23940"
"2018","First time applicant","All","Man","All","25640"
"2019","First time applicant","All","Man","All","26760"
"2020","First time applicant","All","Man","All","27910"
"2021","First time applicant","All","Man","All","29990"
"2022","First time applicant","All","Man","All","29520"
"2023","First time applicant","All","Man","All","28580"
"2024","First time applicant","All","Man","All","28960"
"2025","First time applicant","All","Man","All","29590"
"2026","First time applicant","All","Man","All","31820"
"2017","Reapplier","All","Man","All","2680"
"2018","Reapplier","All","Man","All","2670"
"2019","Reapplier","All","Man","All","2900"
"2020","Reapplier","All","Man","All","2940"
"2021","Reapplier","All","Man","All","3670"
"2022","Reapplier","All","Man","All","4140"
"2023","Reapplier","All","Man","All","3890"
"2024","Reapplier","All","Man","All","2940"
"2025","Reapplier","All","Man","All","3060"
"2026","Reapplier","All","Man","All","3210"
"2024","First time applicant","All","I use another term","All","460"
"2025","First time applicant","All","I use another term","All","320"
"2026","First time applicant","All","I use another term","All","290"
"2024","Reapplier","All","I use another term","All","20"
"2025","Reapplier","All","I use another term","All","30"
"2026","Reapplier","All","I use another term","All","20"
"2024","First time applicant","All","I prefer not to say","All","550"
"2025","First time applicant","All","I prefer not to say","All","570"
"2026","First time applicant","All","I prefer not to say","All","530"
"2024","Reapplier","All","I prefer not to say","All","40"
"2025","Reapplier","All","I prefer not to say","All","60"
"2026","Reapplier","All","I prefer not to say","All","60"
"2017","All","All","Woman","All","30570"
"2018","All","All","Woman","All","33120"
"2019","All","All","Woman","All","36380"
"2020","All","All","Woman","All","37840"
"2021","All","All","Woman","All","43280"
"2022","All","All","Woman","All","44150"
"2023","All","All","Woman","All","41610"
"2024","All","All","Woman","All","39760"
"2025","All","All","Woman","All","40120"
"2026","All","All","Woman","All","43240"
"2017","All","All","Man","All","26620"
"2018","All","All","Man","All","28320"
"2019","All","All","Man","All","29660"
"2020","All","All","Man","All","30840"
"2021","All","All","Man","All","33660"
"2022","All","All","Man","All","33660"
"2023","All","All","Man","All","32470"
"2024","All","All","Man","All","31900"
"2025","All","All","Man","All","32650"
"2026","All","All","Man","All","35030"
"2024","All","All","I use another term","All","480"
"2025","All","All","I use another term","All","340"
"2026","All","All","I use another term","All","300"
"2024","All","All","I prefer not to say","All","590"
"2025","All","All","I prefer not to say","All","620"
"2026","All","All","I prefer not to say","All","590"
"2017","First time applicant","17 and under","All","All","2250"
"2018","First time applicant","17 and under","All","All","2570"
"2019","First time applicant","17 and under","All","All","2430"
"2020","First time applicant","17 and under","All","All","2560"
"2021","First time applicant","17 and under","All","All","2850"
"2022","First time applicant","17 and under","All","All","3010"
"2023","First time applicant","17 and under","All","All","2690"
"2024","First time applicant","17 and under","All","All","2750"
"2025","First time applicant","17 and under","All","All","2820"
"2026","First time applicant","17 and under","All","All","2800"
"2017","Reapplier","17 and under","All","All","20"
"2018","Reapplier","17 and under","All","All","20"
"2019","Reapplier","17 and under","All","All","20"
"2020","Reapplier","17 and under","All","All","20"
"2021","Reapplier","17 and under","All","All","20"
"2022","Reapplier","17 and under","All","All","20"
"2023","Reapplier","17 and under","All","All","20"
"2024","Reapplier","17 and under","All","All","20"
"2025","Reapplier","17 and under","All","All","20"
"2026","Reapplier","17 and under","All","All","20"
"2017","First time applicant","18","All","All","36160"
"2018","First time applicant","18","All","All","39370"
"2019","First time applicant","18","All","All","43260"
"2020","First time applicant","18","All","All","45200"
"2021","First time applicant","18","All","All","49790"
"2022","First time applicant","18","All","All","50780"
"2023","First time applicant","18","All","All","49450"
"2024","First time applicant","18","All","All","50120"
"2025","First time applicant","18","All","All","50790"
"2026","First time applicant","18","All","All","54710"
"2017","Reapplier","18","All","All","170"
"2018","Reapplier","18","All","All","170"
"2019","Reapplier","18","All","All","200"
"2020","Reapplier","18","All","All","180"
"2021","Reapplier","18","All","All","240"
"2022","Reapplier","18","All","All","280"
"2023","Reapplier","18","All","All","250"
"2024","Reapplier","18","All","All","190"
"2025","Reapplier","18","All","All","220"
"2026","Reapplier","18","All","All","240"
"2017","First time applicant","19","All","All","6050"
"2018","First time applicant","19","All","All","6250"
"2019","First time applicant","19","All","All","6430"
"2020","First time applicant","19","All","All","6650"
"2021","First time applicant","19","All","All","6760"
"2022","First time applicant","19","All","All","5990"
"2023","First time applicant","19","All","All","5830"
"2024","First time applicant","19","All","All","5740"
"2025","First time applicant","19","All","All","5930"
"2026","First time applicant","19","All","All","6250"
"2017","Reapplier","19","All","All","2800"
"2018","Reapplier","19","All","All","2950"
"2019","Reapplier","19","All","All","3360"
"2020","Reapplier","19","All","All","3580"
"2021","Reapplier","19","All","All","4830"
"2022","Reapplier","19","All","All","5540"
"2023","Reapplier","19","All","All","5340"
"2024","Reapplier","19","All","All","4090"
"2025","Reapplier","19","All","All","4190"
"2026","Reapplier","19","All","All","4390"
"2017","First time applicant","20","All","All","1510"
"2018","First time applicant","20","All","All","1580"
"2019","First time applicant","20","All","All","1610"
"2020","First time applicant","20","All","All","1650"
"2021","First time applicant","20","All","All","1590"
"2022","First time applicant","20","All","All","1650"
"2023","First time applicant","20","All","All","1590"
"2024","First time applicant","20","All","All","1670"
"2025","First time applicant","20","All","All","1470"
"2026","First time applicant","20","All","All","1610"
"2017","Reapplier","20","All","All","540"
"2018","Reapplier","20","All","All","580"
"2019","Reapplier","20","All","All","630"
"2020","Reapplier","20","All","All","690"
"2021","Reapplier","20","All","All","940"
"2022","Reapplier","20","All","All","1040"
"2023","Reapplier","20","All","All","900"
"2024","Reapplier","20","All","All","730"
"2025","Reapplier","20","All","All","770"
"2026","Reapplier","20","All","All","780"
"2017","First time applicant","21 - 24","All","All","4110"
"2018","First time applicant","21 - 24","All","All","4370"
"2019","First time applicant","21 - 24","All","All","4300"
"2020","First time applicant","21 - 24","All","All","4430"
"2021","First time applicant","21 - 24","All","All","5190"
"2022","First time applicant","21 - 24","All","All","4720"
"2023","First time applicant","21 - 24","All","All","3900"
"2024","First time applicant","21 - 24","All","All","3710"
"2025","First time applicant","21 - 24","All","All","4000"
"2026","First time applicant","21 - 24","All","All","4450"
"2017","Reapplier","21 - 24","All","All","1110"
"2018","Reapplier","21 - 24","All","All","1040"
"2019","Reapplier","21 - 24","All","All","1130"
"2020","Reapplier","21 - 24","All","All","1100"
"2021","Reapplier","21 - 24","All","All","1340"
"2022","Reapplier","21 - 24","All","All","1630"
"2023","Reapplier","21 - 24","All","All","1480"
"2024","Reapplier","21 - 24","All","All","1130"
"2025","Reapplier","21 - 24","All","All","1020"
"2026","Reapplier","21 - 24","All","All","1050"
"2017","First time applicant","25 - 29","All","All","1150"
"2018","First time applicant","25 - 29","All","All","1250"
"2019","First time applicant","25 - 29","All","All","1270"
"2020","First time applicant","25 - 29","All","All","1300"
"2021","First time applicant","25 - 29","All","All","1720"
"2022","First time applicant","25 - 29","All","All","1410"
"2023","First time applicant","25 - 29","All","All","1100"
"2024","First time applicant","25 - 29","All","All","1180"
"2025","First time applicant","25 - 29","All","All","1170"
"2026","First time applicant","25 - 29","All","All","1410"
"2017","Reapplier","25 - 29","All","All","540"
"2018","Reapplier","25 - 29","All","All","460"
"2019","Reapplier","25 - 29","All","All","520"
"2020","Reapplier","25 - 29","All","All","500"
"2021","Reapplier","25 - 29","All","All","560"
"2022","Reapplier","25 - 29","All","All","670"
"2023","Reapplier","25 - 29","All","All","600"
"2024","Reapplier","25 - 29","All","All","460"
"2025","Reapplier","25 - 29","All","All","420"
"2026","Reapplier","25 - 29","All","All","390"
"2017","First time applicant","30 - 34","All","All","300"
"2018","First time applicant","30 - 34","All","All","330"
"2019","First time applicant","30 - 34","All","All","360"
"2020","First time applicant","30 - 34","All","All","360"
"2021","First time applicant","30 - 34","All","All","460"
"2022","First time applicant","30 - 34","All","All","420"
"2023","First time applicant","30 - 34","All","All","370"
"2024","First time applicant","30 - 34","All","All","360"
"2025","First time applicant","30 - 34","All","All","380"
"2026","First time applicant","30 - 34","All","All","440"
"2017","Reapplier","30 - 34","All","All","120"
"2018","Reapplier","30 - 34","All","All","120"
"2019","Reapplier","30 - 34","All","All","120"
"2020","Reapplier","30 - 34","All","All","100"
"2021","Reapplier","30 - 34","All","All","150"
